participant_id,age,gender,education,education_numeric,technical_field,employment,crt_score,need_for_cognition,working_memory,big5_extraversion,big5_agreeableness,big5_conscientiousness,big5_neuroticism,big5_openness,impulsivity_total,sensation_seeking,trust_propensity,risk_taking,state_anxiety,current_stress,fatigue_level,phishing_self_efficacy,perceived_risk,security_attitudes,privacy_concern,phishing_knowledge,technical_expertise,prior_victimization,security_training,years_email_use,daily_email_volume,email_volume_numeric,email_check_frequency,link_click_tendency,social_media_usage,overall_accuracy,phishing_detection_rate,false_positive_rate,phishing_click_rate,report_rate,mean_response_latency,mean_dwell_time,response_latency_sd
P0606,24,Female,Some college,2,0,Student,3,54,10,2.72,3.16,3.55,2.62,3.9,2.52,2.06,3.01,1.81,3.11,2.59,3.85,2.98,4.11,3.24,4.74,4,2,3,0,12,51-100,4,Once daily,3.21,1.2,0.633,0.618,0.233,0.261,0.244,4712,6712,2070
P0607,47,Female,Some college,2,0,Student,3,51,9,1.87,2.28,2.45,2.87,2.81,2.86,2.56,2.38,3.12,1.45,1.31,2.12,3.74,1.52,2.86,2.18,2,2,2,1,37,26-50,3,Once daily,3.59,2.9,0.554,0.553,0.063,0.321,0.141,3727,4918,1806
P0608,24,Male,Bachelor,3,0,Student,1,55,5,3.8,2.41,3.61,3.74,2.41,2.32,2.16,3.0,2.77,2.44,3.38,3.27,3.97,3.09,3.56,3.79,3,3,1,0,12,11-25,2,Few times/day,1.51,1.4,0.532,0.495,0.228,0.422,0.504,2881,4136,1283
P0609,41,Female,Some college,2,0,Student,2,53,6,2.33,3.53,3.24,3.45,2.89,2.31,2.53,3.46,1.04,2.63,2.19,1.84,2.53,1.68,2.94,1.6,4,3,1,0,27,51-100,4,Few times/week,2.85,1.2,0.407,0.499,0.221,0.393,0.203,3937,6273,1461
P0610,19,Male,High school,1,1,Student,5,72,7,4.22,3.95,3.8,3.08,3.95,2.86,2.87,2.99,2.16,3.36,2.45,3.6,5.0,2.35,2.85,4.7,5,5,3,0,8,11-25,2,Few times/day,1.6,0.5,0.706,0.725,0.261,0.104,0.146,3932,4174,1063
P0611,27,Female,Doctorate,5,1,Retired,4,56,9,2.55,3.11,3.53,2.81,3.42,2.68,3.42,3.07,3.28,2.86,1.75,3.05,5.0,2.74,3.6,4.18,7,4,2,0,15,51-100,4,Constantly,2.55,3.8,0.651,0.582,0.159,0.271,0.152,3053,3914,1881
P0612,32,Female,High school,1,0,Employed full-time,5,69,9,4.53,4.31,4.38,1.0,3.84,2.05,2.58,3.57,2.53,1.0,1.01,2.46,3.85,4.27,3.08,2.27,5,2,2,1,22,26-50,3,Few times/week,2.96,0.2,0.737,0.715,0.02,0.188,0.484,2974,3814,1367
P0613,23,Female,Master,4,1,Student,5,64,7,3.51,3.19,4.38,3.33,4.89,2.2,3.46,3.06,1.74,2.68,3.48,1.36,3.91,4.12,3.39,3.86,8,5,2,1,14,11-25,2,Few times/day,2.41,8.1,0.757,0.732,0.17,0.2,0.161,3792,4458,1772
P0614,48,Female,Master,4,0,Student,4,33,7,2.46,3.52,3.05,3.2,3.45,2.82,3.07,3.9,3.27,3.03,2.61,2.55,3.72,3.26,3.73,3.29,4,3,1,1,39,26-50,3,Hourly,4.3,1.3,0.498,0.543,0.163,0.317,0.285,3671,5014,1773
P0615,44,Male,Some college,2,0,Unemployed,1,40,8,3.95,3.91,2.02,3.63,4.37,3.21,3.77,3.37,3.67,3.96,2.67,3.28,4.26,3.25,3.33,3.62,5,3,2,0,29,11-25,2,Once daily,2.87,0.4,0.488,0.508,0.393,0.324,0.041,2702,4669,1322
P0616,57,Female,High school,1,0,Employed full-time,1,32,5,4.38,1.88,3.4,3.38,3.89,3.04,2.97,2.46,2.57,2.59,2.31,3.05,3.91,4.03,3.3,4.08,4,3,3,1,36,0-10,1,Once daily,2.27,0.9,0.421,0.512,0.235,0.318,0.064,3206,3711,1486
P0617,28,Male,High school,1,0,Employed full-time,4,56,7,1.89,2.51,2.93,4.48,2.81,2.94,1.52,2.5,2.53,2.65,2.83,1.8,3.85,4.11,4.68,3.22,4,5,1,1,23,0-10,1,Hourly,2.8,0.0,0.545,0.612,0.202,0.214,0.303,3865,5373,1554
P0618,37,Male,Bachelor,3,0,Self-employed,2,47,9,4.53,2.95,3.78,3.16,4.18,2.06,4.13,2.63,3.17,2.82,2.91,3.53,4.58,2.74,4.15,3.31,2,2,0,1,27,11-25,2,Few times/week,1.79,0.4,0.503,0.638,0.206,0.213,0.383,3767,4306,1410
P0619,25,Female,Bachelor,3,0,Employed full-time,4,51,10,2.99,2.15,2.57,3.35,3.56,3.16,2.94,2.79,2.45,2.72,2.63,2.32,4.44,3.74,3.54,2.3,4,2,4,0,14,26-50,3,Constantly,2.31,0.8,0.595,0.494,0.141,0.388,0.206,4257,4381,1952
P0620,33,Female,Master,4,0,Employed full-time,6,67,7,3.47,3.9,3.17,2.68,3.58,2.51,2.65,3.18,2.45,2.68,2.43,4.61,3.15,2.43,2.98,3.29,7,2,1,0,19,51-100,4,Once daily,3.45,1.6,0.719,0.779,0.205,0.113,0.131,4679,5652,1925
P0621,59,Female,Master,4,0,Student,3,48,8,4.08,3.48,1.98,1.83,3.31,2.98,3.72,3.12,2.35,2.42,1.45,4.78,4.28,2.89,3.89,1.77,3,3,2,1,40,51-100,4,Few times/day,3.63,0.3,0.559,0.615,0.161,0.237,0.348,2079,2787,850
P0622,49,Male,Bachelor,3,1,Employed full-time,4,62,14,3.0,4.4,3.28,2.79,3.5,2.8,2.71,3.67,2.86,2.66,2.16,3.19,4.89,3.68,5.0,4.4,6,3,2,0,31,11-25,2,Hourly,3.12,2.3,0.517,0.531,0.163,0.27,0.548,2547,3463,1219
P0623,27,Female,Some college,2,0,Employed full-time,0,31,5,3.36,4.42,3.71,3.08,4.92,2.22,3.23,3.62,3.21,2.89,2.56,5.39,3.73,2.67,4.0,2.3,2,3,2,1,14,26-50,3,Few times/day,3.23,3.7,0.384,0.414,0.168,0.426,0.554,3273,5127,1858
P0624,21,Female,Some college,2,0,Employed full-time,6,70,10,2.8,3.98,3.49,2.5,2.27,2.31,2.11,3.47,2.1,3.18,2.33,3.33,4.2,2.92,2.8,3.51,8,3,0,1,9,11-25,2,Once daily,4.26,1.7,0.698,0.689,0.168,0.256,0.125,4624,6204,1501
P0625,20,Male,Master,4,1,Employed full-time,2,39,9,2.87,4.08,3.57,1.78,4.3,2.08,2.81,3.51,3.03,1.92,1.64,1.94,3.75,1.87,3.12,3.59,6,4,1,0,13,26-50,3,Once daily,2.69,0.7,0.547,0.577,0.052,0.343,0.27,2596,3380,1138
P0626,49,Male,Some college,2,1,Employed full-time,1,38,7,2.93,2.95,3.61,3.41,3.33,3.01,2.51,3.23,1.75,2.17,2.11,4.92,3.09,3.56,2.98,4.85,5,5,2,1,38,51-100,4,Constantly,2.37,0.3,0.518,0.513,0.161,0.325,0.102,2290,3263,731
P0627,31,Male,High school,1,1,Student,2,55,9,2.42,4.02,2.93,2.99,3.8,2.74,3.04,4.54,3.06,2.74,2.67,5.44,5.0,2.49,2.85,4.52,5,5,3,0,21,0-10,1,Hourly,3.57,0.0,0.371,0.335,0.08,0.463,0.128,3905,5221,1623
P0628,68,Male,Bachelor,3,0,Student,5,54,8,3.78,3.8,3.19,2.48,2.84,2.57,3.84,3.85,3.47,1.74,2.33,4.69,2.78,2.54,4.13,4.21,6,5,1,1,40,100+,5,Once daily,3.56,2.6,0.65,0.626,0.08,0.263,0.436,3235,4193,858
P0629,42,Non-binary,Bachelor,3,0,Employed full-time,3,53,10,2.05,2.94,4.36,2.8,2.68,1.67,1.7,2.82,1.68,1.96,2.79,2.58,4.94,4.28,4.41,3.6,5,4,2,1,29,51-100,4,Hourly,3.08,2.0,0.776,0.746,0.121,0.161,0.604,3434,4371,1182
P0630,32,Female,Master,4,0,Unemployed,3,52,8,3.19,4.4,4.46,2.41,3.41,2.22,2.86,4.1,2.96,1.94,2.19,2.02,3.59,2.65,4.41,4.02,4,3,1,1,16,51-100,4,Hourly,3.72,1.3,0.458,0.518,0.102,0.351,0.4,3034,4233,1218
P0631,26,Female,Bachelor,3,0,Employed full-time,4,48,9,3.03,4.14,3.99,3.13,4.03,2.47,3.08,3.04,2.39,2.04,1.06,3.08,4.56,3.8,3.96,3.75,4,1,4,1,10,26-50,3,Constantly,3.44,0.2,0.661,0.603,0.204,0.323,0.346,3238,4466,1572
P0632,52,Non-binary,High school,1,1,Employed full-time,0,36,6,4.12,3.41,2.18,2.34,5.0,2.61,4.08,2.93,4.03,2.88,3.66,6.47,3.94,4.08,3.45,3.76,3,5,3,0,36,51-100,4,Few times/day,3.13,0.5,0.353,0.432,0.178,0.437,0.272,2876,3624,809
P0633,33,Male,Master,4,0,Employed full-time,2,47,6,2.94,2.84,3.76,2.9,5.0,3.06,3.92,3.22,3.49,2.57,2.34,2.09,4.31,3.93,3.64,3.12,6,4,2,1,20,100+,5,Constantly,3.44,3.4,0.583,0.535,0.127,0.318,0.202,2440,3699,1060
P0634,45,Female,Some college,2,0,Student,7,49,6,3.82,3.85,4.18,2.43,2.59,2.21,2.92,3.64,3.06,2.69,1.99,4.48,4.03,3.0,2.96,4.53,6,4,1,1,28,51-100,4,Few times/day,3.09,1.3,0.697,0.713,0.119,0.18,0.23,4559,6502,1810
P0635,40,Male,Some college,2,0,Student,6,59,8,3.88,3.61,3.8,3.83,4.4,2.33,3.26,3.51,2.82,3.2,2.72,3.39,3.27,2.86,4.34,2.9,5,1,1,0,26,11-25,2,Constantly,1.7,6.6,0.636,0.668,0.136,0.186,0.357,4828,6973,2496
P0636,40,Female,Bachelor,3,0,Employed full-time,2,49,9,2.55,4.18,4.47,2.38,3.94,1.94,3.26,3.25,3.23,2.22,1.89,4.63,3.77,2.47,2.93,2.45,4,3,2,0,28,26-50,3,Once daily,1.42,10.0,0.584,0.59,0.133,0.218,0.395,4286,4984,1575
P0637,51,Male,High school,1,1,Student,6,57,10,3.24,2.79,2.86,2.47,3.9,2.52,2.38,2.66,3.13,2.83,1.78,1.99,3.98,1.79,3.16,3.37,5,5,2,1,32,11-25,2,Once daily,1.94,3.2,0.778,0.763,0.26,0.187,0.16,3330,4072,1447
P0638,26,Female,Bachelor,3,0,Student,1,44,6,4.37,4.24,3.4,2.29,3.83,2.94,2.5,3.58,3.56,2.05,2.43,3.2,4.1,3.82,3.32,2.2,2,4,2,0,18,100+,5,Constantly,3.61,0.6,0.454,0.52,0.07,0.336,0.254,2569,3924,995
P0639,43,Male,High school,1,0,Employed part-time,3,69,6,2.37,3.68,2.72,3.13,2.86,3.2,3.86,3.18,2.84,2.56,2.32,2.42,3.85,3.74,1.81,3.62,4,4,3,1,36,100+,5,Constantly,2.72,0.5,0.619,0.597,0.1,0.282,0.02,3234,4708,1040
P0640,36,Male,Bachelor,3,0,Student,5,62,9,4.7,3.34,3.37,3.36,3.4,2.8,3.15,3.51,3.53,2.4,2.4,2.49,3.94,3.58,4.14,4.69,7,3,2,0,27,26-50,3,Few times/day,3.07,0.6,0.729,0.735,0.192,0.283,0.262,3323,3614,1177
P0641,50,Female,Some college,2,0,Employed full-time,2,28,7,2.92,4.02,3.87,2.52,2.78,2.85,2.53,3.31,3.25,3.07,1.0,4.38,2.87,1.0,2.48,3.22,3,2,0,0,39,51-100,4,Hourly,4.04,8.7,0.416,0.436,0.125,0.458,0.145,3693,4986,1253
P0642,52,Male,Master,4,0,Employed full-time,7,82,11,4.0,4.78,4.69,1.37,3.77,1.25,3.7,3.62,3.15,1.83,1.61,2.16,2.97,3.06,4.15,3.21,8,3,0,0,40,100+,5,Few times/day,3.23,0.8,0.825,0.879,0.02,0.087,0.566,4994,7209,1300
P0643,29,Female,Master,4,0,Employed full-time,5,58,6,2.12,3.59,4.34,1.9,3.08,2.17,2.72,2.56,3.23,2.41,1.37,3.85,3.75,3.7,3.3,2.8,5,3,0,1,19,11-25,2,Few times/week,1.01,2.5,0.833,0.835,0.233,0.124,0.384,4574,5242,2395
P0644,48,Male,Some college,2,0,Employed full-time,6,65,8,3.18,4.18,3.5,2.08,4.57,2.49,3.82,3.86,3.29,1.91,1.66,3.57,3.89,4.23,3.45,2.46,4,4,1,1,36,26-50,3,Few times/week,3.46,6.4,0.686,0.631,0.035,0.214,0.236,3280,4761,1217
P0645,27,Female,Some college,2,1,Employed full-time,1,60,8,4.64,4.0,3.81,2.01,3.75,2.06,4.11,3.56,3.06,2.58,2.23,2.36,3.27,3.44,2.85,3.95,5,3,1,0,16,26-50,3,Once daily,2.77,3.4,0.562,0.669,0.103,0.258,0.309,3453,4515,1513
P0646,38,Male,Some college,2,1,Employed full-time,4,55,10,1.87,3.17,3.81,3.19,3.33,2.33,1.82,2.11,1.69,3.05,2.16,2.61,4.42,3.36,4.36,3.49,6,5,2,1,21,51-100,4,Hourly,2.02,1.8,0.69,0.737,0.314,0.193,0.444,3824,5834,1191
P0647,41,Male,Some college,2,1,Employed part-time,6,64,8,2.5,3.69,4.21,2.82,3.19,2.49,3.35,3.48,2.16,1.72,1.87,3.9,4.49,2.66,4.46,3.73,4,3,1,1,29,11-25,2,Few times/day,2.63,0.4,0.688,0.625,0.031,0.228,0.381,4107,5260,1658
P0648,51,Male,Master,4,1,Self-employed,6,61,11,4.61,2.66,3.52,1.43,4.58,2.45,4.14,2.68,3.56,1.92,1.84,3.47,4.22,3.5,4.28,1.75,5,5,0,1,40,26-50,3,Once daily,2.44,0.4,0.798,0.702,0.173,0.219,0.389,2444,2647,1076
P0649,49,Male,Bachelor,3,0,Student,3,59,9,2.95,3.83,4.09,3.47,4.17,1.84,3.37,3.67,2.88,2.85,2.27,3.55,3.69,3.01,3.61,3.96,4,2,1,1,38,11-25,2,Constantly,1.77,1.4,0.661,0.601,0.1,0.321,0.39,3939,5432,1603
P0650,27,Male,Some college,2,0,Student,4,58,7,3.57,4.42,4.56,2.24,3.02,2.53,3.25,3.56,3.09,2.12,1.43,3.22,2.83,2.62,3.53,4.6,6,2,4,0,18,0-10,1,Once daily,3.06,6.1,0.604,0.565,0.086,0.387,0.395,3955,4474,1319
P0651,48,Male,Some college,2,0,Self-employed,4,44,10,2.74,3.34,2.97,1.86,3.79,2.88,1.87,2.8,2.89,2.78,1.05,3.14,2.81,2.27,4.05,4.04,5,5,1,0,40,0-10,1,Hourly,4.36,4.7,0.646,0.657,0.273,0.18,0.246,4107,4986,1908
P0652,41,Male,High school,1,1,Employed full-time,1,58,8,2.64,2.72,3.07,2.83,3.63,2.55,2.8,3.6,2.63,1.92,2.4,3.47,4.26,2.44,3.27,3.46,6,3,3,0,27,0-10,1,Constantly,3.62,0.4,0.533,0.557,0.02,0.264,0.26,3150,3236,743
P0653,62,Male,Bachelor,3,1,Employed full-time,5,52,6,4.03,2.72,3.76,2.49,3.93,1.99,3.0,3.54,2.81,2.15,1.83,5.23,3.43,3.46,4.31,2.68,7,4,0,0,40,0-10,1,Once daily,1.28,0.7,0.737,0.763,0.075,0.162,0.338,4212,4965,1153
P0654,33,Female,High school,1,1,Employed full-time,2,48,10,3.34,2.48,3.06,3.25,2.68,3.14,2.3,2.7,2.41,2.28,1.39,4.13,3.45,2.09,2.73,3.32,7,4,1,0,25,26-50,3,Few times/day,3.1,1.8,0.53,0.535,0.159,0.335,0.027,2021,3034,789
P0655,35,Female,Doctorate,5,0,Student,7,74,12,4.06,3.86,4.12,1.0,3.09,1.97,2.99,3.51,2.02,2.23,2.46,3.34,4.09,2.96,4.35,3.24,6,2,1,0,25,26-50,3,Hourly,2.89,1.3,0.844,0.805,0.02,0.204,0.566,5056,6684,1053
P0656,65,Male,Master,4,1,Employed full-time,1,53,5,4.71,3.26,3.17,1.75,4.15,2.62,4.2,2.91,3.97,1.55,2.0,2.2,5.0,4.25,4.42,3.12,4,5,2,1,40,0-10,1,Few times/day,2.07,0.3,0.774,0.764,0.061,0.215,0.439,2342,2962,789
P0657,55,Female,Some college,2,0,Employed full-time,7,64,8,2.38,4.05,3.35,2.72,3.08,2.71,2.78,2.72,2.52,1.57,1.38,3.0,3.48,2.05,2.79,2.87,5,3,2,0,40,26-50,3,Few times/day,1.91,0.9,0.73,0.777,0.082,0.073,0.206,4743,5542,1718
P0658,26,Female,Bachelor,3,0,Student,1,42,6,4.0,3.77,3.74,2.37,4.04,2.69,3.73,3.87,3.33,2.53,1.76,2.4,5.0,3.56,2.99,4.88,3,2,3,1,13,26-50,3,Hourly,3.65,6.2,0.481,0.414,0.176,0.393,0.198,2543,3385,1326
P0659,37,Male,Master,4,0,Employed full-time,6,38,6,2.75,3.15,2.91,3.56,2.78,3.18,2.46,2.72,2.39,2.77,3.21,2.54,3.61,3.64,3.49,2.9,1,4,3,1,26,0-10,1,Constantly,2.99,6.1,0.597,0.595,0.223,0.223,0.193,3485,4414,1209
P0660,46,Female,Bachelor,3,0,Employed part-time,7,74,12,3.29,3.61,2.66,2.04,3.21,2.45,3.19,3.79,2.99,2.69,2.01,1.26,4.33,2.97,4.07,2.96,7,2,2,1,38,11-25,2,Once daily,2.58,1.6,0.724,0.781,0.151,0.101,0.503,5775,9577,2068
P0661,51,Male,Some college,2,0,Employed full-time,2,59,8,3.86,4.12,4.6,1.62,3.3,1.51,3.13,3.77,2.33,2.4,1.68,3.49,4.39,3.7,3.22,3.74,5,4,1,1,36,51-100,4,Hourly,3.02,2.0,0.614,0.625,0.166,0.286,0.379,3632,4733,915
P0662,30,Female,Some college,2,0,Student,5,55,8,3.78,3.65,3.75,2.32,2.83,2.37,3.54,3.39,3.17,2.28,2.57,5.98,4.44,3.05,3.56,4.83,5,3,2,1,19,0-10,1,Few times/day,4.28,0.5,0.678,0.662,0.074,0.243,0.434,4198,5743,1704
P0663,58,Male,Master,4,0,Employed full-time,4,72,9,1.65,3.59,3.27,2.53,2.81,3.32,2.65,3.23,2.11,1.68,1.96,3.74,4.01,3.84,2.45,3.28,6,3,2,0,40,0-10,1,Few times/day,3.26,2.7,0.635,0.599,0.02,0.347,0.02,2155,2596,863
P0664,24,Female,Bachelor,3,0,Employed part-time,5,66,11,3.01,3.89,2.43,1.55,3.18,2.58,2.97,3.67,2.8,1.38,2.45,4.37,3.64,2.35,4.0,1.82,7,3,0,1,6,100+,5,Once daily,3.14,0.1,0.685,0.728,0.02,0.134,0.378,3171,4114,991
P0665,28,Female,Bachelor,3,1,Employed part-time,4,65,8,2.32,3.92,2.84,3.47,3.68,3.01,2.41,2.99,1.89,1.93,2.14,4.65,4.63,4.71,4.23,2.28,5,5,2,0,24,26-50,3,Few times/day,2.91,0.5,0.7,0.671,0.08,0.229,0.234,2868,3927,1356
P0666,57,Male,Master,4,1,Employed full-time,6,59,12,1.67,3.57,4.08,3.68,4.35,2.72,2.92,3.8,2.79,2.82,2.28,3.16,4.4,4.35,4.7,5.0,6,2,3,1,40,26-50,3,Constantly,2.74,0.0,0.679,0.653,0.142,0.222,0.485,4187,4863,1959
P0667,40,Male,Master,4,0,Student,3,46,5,2.49,1.59,2.58,2.16,3.12,2.55,2.82,2.45,2.64,1.91,2.0,3.24,3.35,1.42,3.55,1.63,2,2,0,0,31,26-50,3,Once daily,3.21,1.0,0.652,0.722,0.109,0.257,0.197,3375,4687,1198
P0668,41,Non-binary,Master,4,1,Employed part-time,5,66,11,2.89,2.74,2.8,2.73,2.86,3.02,2.82,3.51,2.04,2.39,2.84,1.82,5.0,4.14,3.55,3.62,7,4,1,1,24,51-100,4,Few times/day,2.91,3.8,0.658,0.607,0.069,0.239,0.131,3476,4586,855
P0669,48,Male,High school,1,1,Employed full-time,2,45,9,2.51,4.08,3.8,2.51,3.21,2.26,2.49,3.4,2.94,2.46,2.36,3.74,4.27,2.74,2.73,2.21,7,5,0,0,40,51-100,4,Few times/day,3.11,8.1,0.541,0.641,0.177,0.26,0.239,3068,3068,964
P0670,31,Female,Bachelor,3,0,Student,5,59,9,2.45,3.44,4.03,3.29,2.06,2.79,2.02,3.24,1.98,3.65,2.74,3.57,3.23,4.35,3.24,3.13,4,3,3,0,18,11-25,2,Once daily,3.95,2.2,0.541,0.569,0.301,0.246,0.152,3951,5624,2065
P0671,25,Female,Bachelor,3,0,Employed full-time,0,33,6,3.96,4.5,3.78,1.0,3.74,1.59,3.56,3.74,3.03,2.01,1.19,2.47,2.98,4.01,3.38,2.88,5,3,0,1,6,26-50,3,Hourly,3.14,2.7,0.461,0.493,0.155,0.413,0.402,3550,4874,1459
P0672,46,Female,Master,4,0,Employed full-time,5,51,8,2.49,2.83,3.96,2.31,2.99,2.98,2.22,3.16,2.74,2.33,1.55,4.88,5.0,2.33,2.99,1.8,4,5,1,1,30,26-50,3,Hourly,2.06,0.6,0.619,0.64,0.079,0.325,0.137,3277,4377,1109
P0673,50,Female,Bachelor,3,0,Employed full-time,2,41,4,2.88,2.76,2.77,4.2,3.35,2.97,2.78,3.65,3.2,2.35,3.27,2.57,3.2,3.66,2.87,4.51,4,1,2,0,34,0-10,1,Constantly,2.13,1.5,0.469,0.5,0.195,0.322,0.034,2773,3340,1412
P0674,42,Female,Some college,2,1,Student,2,53,10,4.36,5.0,4.24,1.0,3.46,1.93,3.75,3.66,3.12,1.74,2.26,6.92,4.5,2.64,3.34,3.37,2,6,0,1,28,100+,5,Hourly,3.59,2.7,0.508,0.505,0.027,0.313,0.401,2356,3934,907
P0675,36,Female,Master,4,1,Employed full-time,0,39,7,2.92,3.99,2.31,3.08,4.11,3.03,3.37,3.36,3.01,3.06,3.12,3.98,4.19,3.63,2.46,3.22,7,4,1,0,20,11-25,2,Few times/day,2.93,1.4,0.482,0.527,0.214,0.342,0.098,1899,2301,761
P0676,28,Male,Bachelor,3,0,Unemployed,6,63,10,2.35,2.31,3.17,2.49,4.64,2.14,2.53,2.69,2.81,2.56,2.7,3.47,4.25,3.24,2.98,2.96,3,2,1,1,18,11-25,2,Few times/day,2.74,0.2,0.65,0.628,0.144,0.228,0.179,5293,5293,3129
P0677,36,Male,High school,1,1,Employed part-time,1,48,4,3.43,2.76,3.11,2.51,2.94,2.86,3.12,1.92,3.54,1.86,2.36,5.83,5.0,2.62,3.49,4.01,6,4,1,1,25,100+,5,Hourly,2.06,2.7,0.584,0.618,0.134,0.313,0.254,1840,2534,871
P0678,64,Male,Bachelor,3,1,Unemployed,3,57,6,3.29,3.05,3.2,2.96,2.69,2.52,3.86,2.78,3.29,2.39,2.59,1.0,4.67,2.13,3.45,3.27,8,4,1,0,40,0-10,1,Few times/day,3.14,0.5,0.792,0.889,0.232,0.096,0.309,2767,3540,1043
P0679,37,Non-binary,Some college,2,1,Retired,5,53,12,2.05,3.32,3.23,3.63,3.12,2.94,2.87,2.92,2.82,2.9,2.71,3.16,4.68,3.38,4.16,5.0,5,6,1,0,26,0-10,1,Constantly,4.2,0.2,0.568,0.615,0.093,0.32,0.341,2842,3079,1220
P0680,37,Female,Some college,2,0,Student,4,43,7,2.48,3.11,3.17,3.17,2.7,2.39,2.42,4.15,1.98,2.46,2.74,2.98,3.48,3.57,3.51,3.2,7,3,1,0,24,26-50,3,Constantly,3.09,1.3,0.521,0.534,0.02,0.283,0.336,2785,3514,1236
P0681,39,Male,High school,1,1,Employed full-time,0,21,4,2.33,3.31,2.05,2.72,3.65,2.96,3.45,3.24,2.15,2.17,2.19,3.28,3.29,3.07,3.11,3.66,7,4,3,0,22,11-25,2,Constantly,3.41,0.2,0.556,0.585,0.023,0.235,0.194,3118,4021,1452
P0682,36,Female,Bachelor,3,0,Employed full-time,3,60,9,1.73,3.06,2.61,3.75,3.87,2.94,3.76,3.22,3.24,1.86,2.79,3.77,5.0,2.58,3.86,2.53,6,2,1,1,19,51-100,4,Few times/day,3.82,2.0,0.57,0.569,0.122,0.316,0.295,3016,3578,956
P0683,57,Female,Bachelor,3,0,Self-employed,1,52,5,2.5,3.85,1.96,2.69,3.93,3.29,3.38,2.74,2.49,2.08,2.74,3.25,3.55,2.81,3.39,3.01,4,3,3,1,40,0-10,1,Few times/day,4.13,2.0,0.373,0.408,0.165,0.482,0.16,1704,2243,903
P0684,50,Male,Bachelor,3,0,Employed full-time,1,47,7,2.84,4.15,2.96,2.88,4.15,2.81,2.27,3.46,1.95,2.66,1.61,5.18,3.57,2.32,2.72,3.96,4,4,1,1,35,11-25,2,Constantly,2.49,0.6,0.472,0.495,0.102,0.316,0.173,2459,3327,1263
P0685,33,Female,Bachelor,3,0,Retired,2,56,5,2.77,3.65,3.05,2.92,2.88,2.61,3.03,3.66,3.09,2.98,3.09,4.02,3.87,3.79,3.05,4.35,5,4,0,0,26,11-25,2,Hourly,3.23,6.7,0.433,0.492,0.156,0.374,0.348,2573,3327,837
P0686,37,Male,Master,4,1,Employed full-time,4,45,4,4.21,3.83,4.99,1.65,3.18,1.43,3.99,4.4,3.38,2.05,1.84,4.08,4.08,1.47,4.18,4.21,6,3,1,0,21,26-50,3,Hourly,3.61,3.5,0.764,0.795,0.02,0.117,0.65,4385,5093,1748
P0687,38,Female,Some college,2,0,Employed part-time,4,56,6,2.2,3.98,2.32,3.08,4.07,3.13,1.85,3.12,2.23,3.15,3.39,4.05,4.76,3.96,5.0,3.89,1,4,3,0,30,11-25,2,Few times/day,4.08,0.2,0.514,0.642,0.295,0.293,0.37,3319,4548,1347
P0688,41,Male,High school,1,0,Student,2,43,5,4.28,3.59,2.71,1.87,3.4,2.65,3.88,2.48,2.77,2.06,2.7,1.95,3.93,3.14,3.71,4.13,3,3,1,1,26,26-50,3,Constantly,2.38,2.8,0.705,0.732,0.098,0.152,0.252,3425,3621,1413
P0689,32,Female,Master,4,0,Student,5,57,7,3.28,2.9,4.71,2.47,2.53,1.91,2.69,2.63,2.23,1.93,1.47,3.74,2.82,3.62,3.01,3.87,4,4,2,0,16,51-100,4,Hourly,1.99,0.9,0.787,0.714,0.127,0.211,0.453,3609,4911,1667
P0690,33,Female,Some college,2,1,Employed part-time,1,38,6,2.5,3.65,4.5,2.01,4.46,2.56,3.77,2.95,3.9,1.93,1.96,3.78,3.45,3.7,4.54,3.11,4,4,2,1,22,100+,5,Few times/day,2.65,2.8,0.704,0.634,0.077,0.301,0.611,2634,3546,983
P0691,57,Male,Doctorate,5,0,Student,4,65,8,2.74,3.49,3.82,2.72,2.97,2.5,2.7,2.88,2.28,2.71,1.2,2.15,3.77,3.29,3.35,2.34,4,5,2,0,40,26-50,3,Constantly,2.49,3.2,0.615,0.62,0.2,0.213,0.281,3499,4435,1520
P0692,60,Non-binary,Master,4,1,Self-employed,6,63,9,3.25,3.05,4.12,1.96,4.38,2.69,3.52,3.39,2.98,2.01,1.72,4.56,4.85,2.89,3.88,3.07,5,5,2,1,40,11-25,2,Few times/day,2.71,0.3,0.755,0.792,0.025,0.17,0.357,3068,3753,1382
P0693,33,Female,Bachelor,3,0,Student,5,63,11,3.4,3.96,4.76,2.01,2.99,1.72,3.15,3.55,3.04,1.85,2.15,1.06,2.69,4.08,3.69,2.67,7,3,0,0,21,26-50,3,Hourly,2.9,2.2,0.791,0.762,0.047,0.152,0.45,4409,4919,1938
P0694,36,Male,Doctorate,5,0,Employed full-time,6,58,9,2.86,3.59,3.76,3.79,3.75,2.54,3.37,2.77,2.41,2.17,3.04,6.52,4.1,1.83,3.51,3.99,4,3,4,1,28,26-50,3,Few times/day,2.33,4.0,0.83,0.796,0.101,0.177,0.339,3981,4857,1743
P0695,48,Male,High school,1,0,Employed full-time,0,43,4,2.86,2.53,2.56,3.6,3.58,2.85,3.19,3.39,3.53,2.41,2.57,3.45,4.09,4.24,3.19,4.48,3,4,4,1,39,51-100,4,Hourly,4.05,0.8,0.482,0.555,0.129,0.326,0.039,2721,3205,1209
